order_no,SITE_ID,SITE,L1,L2,L3,L4,L5,L6,Cat ID,Level,Parent / Leaf,Breadcrumb,Category Friendly Name,Sheet_Label
5853,0,US,Collectibles,Bottles & Insulators,Bottles,Antique (Pre-1900),Flasks,,891,5,Leaf,Collectibles > Bottles & Insulators > Bottles > Antique (Pre-1900) > Flasks,Collectible Flasks (Pre-1900),Term Based BN?
5870,0,US,Collectibles,Bottles & Insulators,Bottles,Modern (1900-Now),Flasks,,13912,5,Leaf,Collectibles > Bottles & Insulators > Bottles > Modern (1900-Now) > Flasks,Collectible Flasks (1900-Now),Term Based BN?
5854,0,US,Collectibles,Bottles & Insulators,Bottles,Antique (Pre-1900),"Food, Sauces & Condiments",,893,5,Leaf,"Collectibles > Bottles & Insulators > Bottles > Antique (Pre-1900) > Food, Sauces & Condiments","Collectible Food, Sauce & Condiment Bottles (Pre-1900)",Term Based BN?
5869,0,US,Collectibles,Bottles & Insulators,Bottles,Modern (1900-Now),"Food, Sauces & Condiments",,165333,5,Leaf,"Collectibles > Bottles & Insulators > Bottles > Modern (1900-Now) > Food, Sauces & Condiments","Collectible Food, Sauce & Condiment Bottles (1900-Now)",Term Based BN?
5856,0,US,Collectibles,Bottles & Insulators,Bottles,Antique (Pre-1900),Hair & Skin Care,,13908,5,Leaf,Collectibles > Bottles & Insulators > Bottles > Antique (Pre-1900) > Hair & Skin Care,Collectible Hair & Skin Care Bottles (Pre-1900),Term Based BN?
5857,0,US,Collectibles,Bottles & Insulators,Bottles,Antique (Pre-1900),Inks,,894,5,Leaf,Collectibles > Bottles & Insulators > Bottles > Antique (Pre-1900) > Inks,Collectible Ink Bottles (Pre-1900),Term Based BN?
5855,0,US,Collectibles,Bottles & Insulators,Bottles,Antique (Pre-1900),Jars,,892,5,Leaf,Collectibles > Bottles & Insulators > Bottles > Antique (Pre-1900) > Jars,Collectible Jars (Pre-1900),Term Based BN?
5871,0,US,Collectibles,Bottles & Insulators,Bottles,Modern (1900-Now),Jars,,13913,5,Leaf,Collectibles > Bottles & Insulators > Bottles > Modern (1900-Now) > Jars,Collectible Jars (1900-Now),Term Based BN?
5858,0,US,Collectibles,Bottles & Insulators,Bottles,Antique (Pre-1900),Liquor,,1351,5,Leaf,Collectibles > Bottles & Insulators > Bottles > Antique (Pre-1900) > Liquor,Collectible Liquor Bottles (Pre-1900),Term Based BN?
5872,0,US,Collectibles,Bottles & Insulators,Bottles,Modern (1900-Now),Liquor,,13916,5,Leaf,Collectibles > Bottles & Insulators > Bottles > Modern (1900-Now) > Liquor,Collectible Liquor Bottles (1900-Now),Term Based BN?
5873,0,US,Collectibles,Bottles & Insulators,Bottles,Modern (1900-Now),Medicine,,13914,5,Leaf,Collectibles > Bottles & Insulators > Bottles > Modern (1900-Now) > Medicine,Collectible Medicine Bottles (1900-Now),Term Based BN?
5859,0,US,Collectibles,Bottles & Insulators,Bottles,Antique (Pre-1900),Medicines & Cures,,895,5,Leaf,Collectibles > Bottles & Insulators > Bottles > Antique (Pre-1900) > Medicines & Cures,Collectible Medicine & Cure Bottles (Pre-1900),Term Based BN?
5874,0,US,Collectibles,Bottles & Insulators,Bottles,Modern (1900-Now),Milk,,10906,5,Leaf,Collectibles > Bottles & Insulators > Bottles > Modern (1900-Now) > Milk,Collectible Milk Bottles (1900-Now),Term Based BN?
5860,0,US,Collectibles,Bottles & Insulators,Bottles,Antique (Pre-1900),Mineral Waters,,896,5,Leaf,Collectibles > Bottles & Insulators > Bottles > Antique (Pre-1900) > Mineral Waters,Collectible Mineral Water Bottles (Pre-1900),Term Based BN?
5875,0,US,Collectibles,Bottles & Insulators,Bottles,Modern (1900-Now),Miniatures,,3914,5,Leaf,Collectibles > Bottles & Insulators > Bottles > Modern (1900-Now) > Miniatures,Collectible Miniature Bottles (1900-Now),Term Based BN?
5864,0,US,Collectibles,Bottles & Insulators,Bottles,Antique (Pre-1900),Other Antique Bottles,,13910,5,Leaf,Collectibles > Bottles & Insulators > Bottles > Antique (Pre-1900) > Other Antique Bottles,Other Collectible Antique Bottles (Pre-1900),Term Based BN?
5880,0,US,Collectibles,Bottles & Insulators,Bottles,Modern (1900-Now),Other Modern Bottles,,369,5,Leaf,Collectibles > Bottles & Insulators > Bottles > Modern (1900-Now) > Other Modern Bottles,Other Collectible Modern Bottles (1900-Now),Term Based BN?
5884,0,US,Collectibles,Bottles & Insulators,Bottles,Reproduction,Other Reproduction Bottles,,10907,5,Leaf,Collectibles > Bottles & Insulators > Bottles > Reproduction > Other Reproduction Bottles,Other Collectible Reproduction Bottles,Term Based BN?
5876,0,US,Collectibles,Bottles & Insulators,Bottles,Modern (1900-Now),Perfume,,39498,5,Leaf,Collectibles > Bottles & Insulators > Bottles > Modern (1900-Now) > Perfume,Collectible Perfume Bottles (1900-Now),Term Based BN?
5861,0,US,Collectibles,Bottles & Insulators,Bottles,Antique (Pre-1900),Poisons,,897,5,Leaf,Collectibles > Bottles & Insulators > Bottles > Antique (Pre-1900) > Poisons,Collectible Poison Bottles (Pre-1900),Term Based BN?
5877,0,US,Collectibles,Bottles & Insulators,Bottles,Modern (1900-Now),Seltzer,,165331,5,Leaf,Collectibles > Bottles & Insulators > Bottles > Modern (1900-Now) > Seltzer,Collectible Seltzer Bottles (1900-Now),Term Based BN?
5862,0,US,Collectibles,Bottles & Insulators,Bottles,Antique (Pre-1900),Sodas,,1350,5,Leaf,Collectibles > Bottles & Insulators > Bottles > Antique (Pre-1900) > Sodas,Collectible Soda Bottles (Pre-1900),Term Based BN?
5878,0,US,Collectibles,Bottles & Insulators,Bottles,Modern (1900-Now),Sodas,,13915,5,Leaf,Collectibles > Bottles & Insulators > Bottles > Modern (1900-Now) > Sodas,Collectible Soda Bottles (1900-Now),Term Based BN?
5863,0,US,Collectibles,Bottles & Insulators,Bottles,Antique (Pre-1900),Utility & Black Glass,,13909,5,Leaf,Collectibles > Bottles & Insulators > Bottles > Antique (Pre-1900) > Utility & Black Glass,Collectible Utility & Black Glass Bottles (Pre-1900),Term Based BN?
5883,0,US,Collectibles,Bottles & Insulators,Bottles,Reproduction,Wheaton,,13918,5,Leaf,Collectibles > Bottles & Insulators > Bottles > Reproduction > Wheaton,Collectible Reproduction Wheaton Bottles,Term Based BN?
5879,0,US,Collectibles,Bottles & Insulators,Bottles,Modern (1900-Now),Wine,,39502,5,Leaf,Collectibles > Bottles & Insulators > Bottles > Modern (1900-Now) > Wine,Collectible Wine Bottles (1900-Now),Term Based BN?
5906,0,US,Collectibles,"Breweriana, Beer","Drinkware, Steins",Glasses,Germany,,35719,5,Leaf,"Collectibles > Breweriana, Beer > Drinkware, Steins > Glasses > Germany",Collectible German Beer Glasses,Term Based BN?
5913,0,US,Collectibles,"Breweriana, Beer","Drinkware, Steins",Lidded Steins,Germany,,40042,5,Leaf,"Collectibles > Breweriana, Beer > Drinkware, Steins > Lidded Steins > Germany",Collectible German Lidded Steins,Term Based BN?
5917,0,US,Collectibles,"Breweriana, Beer","Drinkware, Steins",Mugs,Germany,,35725,5,Leaf,"Collectibles > Breweriana, Beer > Drinkware, Steins > Mugs > Germany",Collectible German Beer Mugs,Term Based BN?
5922,0,US,Collectibles,"Breweriana, Beer","Drinkware, Steins",Steins,Germany,,40045,5,Leaf,"Collectibles > Breweriana, Beer > Drinkware, Steins > Steins > Germany",Collectible German Steins,Term Based BN?
5915,0,US,Collectibles,"Breweriana, Beer","Drinkware, Steins",Lidded Steins,Other Lidded Steins,,3922,5,Leaf,"Collectibles > Breweriana, Beer > Drinkware, Steins > Lidded Steins > Other Lidded Steins",Other Collectible Lidded Steins,Term Based BN?
5911,0,US,Collectibles,"Breweriana, Beer","Drinkware, Steins",Glasses,Other Vintage Beer Glasses,,35723,5,Leaf,"Collectibles > Breweriana, Beer > Drinkware, Steins > Glasses > Other Vintage Beer Glasses",Other Collectible Vintage Beer Glasses,Term Based BN?
5919,0,US,Collectibles,"Breweriana, Beer","Drinkware, Steins",Mugs,Other Vintage Beer Mugs,,35726,5,Leaf,"Collectibles > Breweriana, Beer > Drinkware, Steins > Mugs > Other Vintage Beer Mugs",Other Collectible Vintage Beer Mugs,Term Based BN?
5924,0,US,Collectibles,"Breweriana, Beer","Drinkware, Steins",Steins,Other Vintage Beer Steins,,3925,5,Leaf,"Collectibles > Breweriana, Beer > Drinkware, Steins > Steins > Other Vintage Beer Steins",Other Collectible Vintage Beer Steins,Term Based BN?
5914,0,US,Collectibles,"Breweriana, Beer","Drinkware, Steins",Lidded Steins,US,,40043,5,Leaf,"Collectibles > Breweriana, Beer > Drinkware, Steins > Lidded Steins > US",Collectible US Lidded Steins,Term Based BN?
5918,0,US,Collectibles,"Breweriana, Beer","Drinkware, Steins",Mugs,US,,3923,5,Leaf,"Collectibles > Breweriana, Beer > Drinkware, Steins > Mugs > US",Collectible US Beer Mugs,Term Based BN?
5923,0,US,Collectibles,"Breweriana, Beer","Drinkware, Steins",Steins,US,,40046,5,Leaf,"Collectibles > Breweriana, Beer > Drinkware, Steins > Steins > US",Collectible US Steins,Term Based BN?
5973,0,US,Collectibles,Casino,Chips,Individual Casino Chips,$1,,63750,5,Leaf,Collectibles > Casino > Chips > Individual Casino Chips > $1,Collectible Individual $1 Casino Chips,Term Based BN?
5976,0,US,Collectibles,Casino,Chips,Individual Casino Chips,$10,,63753,5,Leaf,Collectibles > Casino > Chips > Individual Casino Chips > $10,Collectible Individual $10 Casino Chips,Term Based BN?
5978,0,US,Collectibles,Casino,Chips,Individual Casino Chips,$100,,63755,5,Leaf,Collectibles > Casino > Chips > Individual Casino Chips > $100,Collectible Individual $100 Casino Chips,Term Based BN?
5974,0,US,Collectibles,Casino,Chips,Individual Casino Chips,$2.50,,63751,5,Leaf,Collectibles > Casino > Chips > Individual Casino Chips > $2.50,Collectible Individual $2.50 Casino Chips,Term Based BN?
5977,0,US,Collectibles,Casino,Chips,Individual Casino Chips,$25,,63754,5,Leaf,Collectibles > Casino > Chips > Individual Casino Chips > $25,Collectible Individual $25 Casino Chips,Term Based BN?
5975,0,US,Collectibles,Casino,Chips,Individual Casino Chips,$5,,63752,5,Leaf,Collectibles > Casino > Chips > Individual Casino Chips > $5,Collectible Individual $5 Casino Chips,Term Based BN?
5988,0,US,Collectibles,Casino,Chips,Sets,1000,,95115,5,Leaf,Collectibles > Casino > Chips > Sets > 1000,Collectible Casino Chip Sets (1000),Term Based BN?
5983,0,US,Collectibles,Casino,Chips,Sets,300,,63758,5,Leaf,Collectibles > Casino > Chips > Sets > 300,Collectible Casino Chip Sets (300),Term Based BN?
5984,0,US,Collectibles,Casino,Chips,Sets,400,,70957,5,Leaf,Collectibles > Casino > Chips > Sets > 400,Collectible Casino Chip Sets (400),Term Based BN?
5985,0,US,Collectibles,Casino,Chips,Sets,500,,63759,5,Leaf,Collectibles > Casino > Chips > Sets > 500,Collectible Casino Chip Sets (500),Term Based BN?
5986,0,US,Collectibles,Casino,Chips,Sets,600,,70958,5,Leaf,Collectibles > Casino > Chips > Sets > 600,Collectible Casino Chip Sets (600),Term Based BN?
5987,0,US,Collectibles,Casino,Chips,Sets,650,,70959,5,Leaf,Collectibles > Casino > Chips > Sets > 650,Collectible Casino Chip Sets (650),Term Based BN?
5991,0,US,Collectibles,Casino,Chips,Storage & Supplies,Cases,,73485,5,Leaf,Collectibles > Casino > Chips > Storage & Supplies > Cases,Collectible Casino Chip Cases,Term Based BN?
5972,0,US,Collectibles,Casino,Chips,Individual Casino Chips,Fractionals,,70956,5,Leaf,Collectibles > Casino > Chips > Individual Casino Chips > Fractionals,Collectible Individual Fractional Casino Chips,Term Based BN?
5989,0,US,Collectibles,Casino,Chips,Sets,Other Casino Chip Sets,,63760,5,Leaf,Collectibles > Casino > Chips > Sets > Other Casino Chip Sets,Other Collectible Casino Chip Sets,Term Based BN?
5993,0,US,Collectibles,Casino,Chips,Storage & Supplies,"Other Casino Storage, Supplies",,73487,5,Leaf,"Collectibles > Casino > Chips > Storage & Supplies > Other Casino Storage, Supplies",Other Collectible Casino Chip Storage & Supplies,Term Based BN?
5979,0,US,Collectibles,Casino,Chips,Individual Casino Chips,Other Individual Casino Chips,,63756,5,Leaf,Collectibles > Casino > Chips > Individual Casino Chips > Other Individual Casino Chips,Other Collectible Individual Casino Chips,Term Based BN?
5992,0,US,Collectibles,Casino,Chips,Storage & Supplies,"Trays, Racks",,73486,5,Leaf,"Collectibles > Casino > Chips > Storage & Supplies > Trays, Racks",Collectible Casino Chip Trays & Racks,Term Based BN?
6002,0,US,Collectibles,Casino,Slots,Machines,Antique Coin Slot Machines,,14282,5,Leaf,Collectibles > Casino > Slots > Machines > Antique Coin Slot Machines,Collectible Antique Coin Slot Machines,Term Based BN?
6003,0,US,Collectibles,Casino,Slots,Machines,Non-Functional Slot Machines,,14284,5,Leaf,Collectibles > Casino > Slots > Machines > Non-Functional Slot Machines,Collectible Non-Functional Slot Machines,Term Based BN?
6006,0,US,Collectibles,Casino,Slots,Machines,Other Slot Machines,,172509,5,Leaf,Collectibles > Casino > Slots > Machines > Other Slot Machines,Other Collectible Casino Slot Machines,Term Based BN?
6004,0,US,Collectibles,Casino,Slots,Machines,Skill Slot Machines,,13729,5,Leaf,Collectibles > Casino > Slots > Machines > Skill Slot Machines,Collectible Skill Slot Machines,Term Based BN?
6005,0,US,Collectibles,Casino,Slots,Machines,Token Slot Machines,,3948,5,Leaf,Collectibles > Casino > Slots > Machines > Token Slot Machines,Collectible Token Slot Machines,Term Based BN?
6069,0,US,Collectibles,Cultures & Ethnicities,African,1900-Now,Baskets & Containers,,29440,5,Leaf,Collectibles > Cultures & Ethnicities > African > 1900-Now > Baskets & Containers,Collectible African Baskets & Containers (1900-Now),Term Based BN?
6070,0,US,Collectibles,Cultures & Ethnicities,African,1900-Now,Figures & Sculptures,,29441,5,Leaf,Collectibles > Cultures & Ethnicities > African > 1900-Now > Figures & Sculptures,Collectible African Figures & Sculptures (1900-Now),Term Based BN?
6071,0,US,Collectibles,Cultures & Ethnicities,African,1900-Now,Masks,,29442,5,Leaf,Collectibles > Cultures & Ethnicities > African > 1900-Now > Masks,Collectible African Masks (1900-Now),Term Based BN?
6073,0,US,Collectibles,Cultures & Ethnicities,African,1900-Now,Other African Collectibles,,4190,5,Leaf,Collectibles > Cultures & Ethnicities > African > 1900-Now > Other African Collectibles,Other African Collectibles (1900-Now),Term Based BN?
6072,0,US,Collectibles,Cultures & Ethnicities,African,1900-Now,Textiles,,165462,5,Leaf,Collectibles > Cultures & Ethnicities > African > 1900-Now > Textiles,Collectible African Textiles (1900-Now),Term Based BN?
6095,0,US,Collectibles,Cultures & Ethnicities,Asian,1900-Now,Indian,,13737,5,Leaf,Collectibles > Cultures & Ethnicities > Asian > 1900-Now > Indian,Indian Collectibles (1900-Now),Term Based BN?
6096,0,US,Collectibles,Cultures & Ethnicities,Asian,1900-Now,Indonesian,,13738,5,Leaf,Collectibles > Cultures & Ethnicities > Asian > 1900-Now > Indonesian,Indonesian Collectibles (1900-Now),Term Based BN?
6114,0,US,Collectibles,Cultures & Ethnicities,Asian,1900-Now,Korean,,4004,5,Leaf,Collectibles > Cultures & Ethnicities > Asian > 1900-Now > Korean,Korean Collectibles (1900-Now),Term Based BN?
6115,0,US,Collectibles,Cultures & Ethnicities,Asian,1900-Now,Nepalese & Tibetan,,29456,5,Leaf,Collectibles > Cultures & Ethnicities > Asian > 1900-Now > Nepalese & Tibetan,Nepalese & Tibetan Collectibles (1900-Now),Term Based BN?
6117,0,US,Collectibles,Cultures & Ethnicities,Asian,1900-Now,Other Asian Collectibles,,373,5,Leaf,Collectibles > Cultures & Ethnicities > Asian > 1900-Now > Other Asian Collectibles,Other Asian Collectibles (1900-Now),Term Based BN?
6116,0,US,Collectibles,Cultures & Ethnicities,Asian,1900-Now,Thai & Siamese,,25427,5,Leaf,Collectibles > Cultures & Ethnicities > Asian > 1900-Now > Thai & Siamese,Thai & Siamese Collectibles (1900-Now),Term Based BN?
6150,0,US,Collectibles,Cultures & Ethnicities,Latin American,Mexico,"Blankets, Rugs & Textiles",,29461,5,Leaf,"Collectibles > Cultures & Ethnicities > Latin American > Mexico > Blankets, Rugs & Textiles","Collectible Mexican Blankets, Rugs & Textiles",Term Based BN?
6151,0,US,Collectibles,Cultures & Ethnicities,Latin American,Mexico,Boxes,,165480,5,Leaf,Collectibles > Cultures & Ethnicities > Latin American > Mexico > Boxes,Collectible Mexican Boxes,Term Based BN?
6152,0,US,Collectibles,Cultures & Ethnicities,Latin American,Mexico,Day of the Dead,,149366,5,Leaf,Collectibles > Cultures & Ethnicities > Latin American > Mexico > Day of the Dead,Mexican Day of the Dead Collectibles,Term Based BN?
6153,0,US,Collectibles,Cultures & Ethnicities,Latin American,Mexico,Folk Art,,149367,5,Leaf,Collectibles > Cultures & Ethnicities > Latin American > Mexico > Folk Art,Collectible Mexican Folk Art,Term Based BN?
6154,0,US,Collectibles,Cultures & Ethnicities,Latin American,Mexico,Huichol Art,,149368,5,Leaf,Collectibles > Cultures & Ethnicities > Latin American > Mexico > Huichol Art,Huichol Art Collectibles,Term Based BN?
6155,0,US,Collectibles,Cultures & Ethnicities,Latin American,Mexico,Masks,,35806,5,Leaf,Collectibles > Cultures & Ethnicities > Latin American > Mexico > Masks,Collectible Mexican Masks,Term Based BN?
6159,0,US,Collectibles,Cultures & Ethnicities,Latin American,Mexico,Other Mexican Collectibles,,13741,5,Leaf,Collectibles > Cultures & Ethnicities > Latin American > Mexico > Other Mexican Collectibles,Other Mexican Collectibles,Term Based BN?
6156,0,US,Collectibles,Cultures & Ethnicities,Latin American,Mexico,Pottery,,14343,5,Leaf,Collectibles > Cultures & Ethnicities > Latin American > Mexico > Pottery,Collectible Mexican Pottery,Term Based BN?
6157,0,US,Collectibles,Cultures & Ethnicities,Latin American,Mexico,"Prints, Posters & Paintings",,165481,5,Leaf,"Collectibles > Cultures & Ethnicities > Latin American > Mexico > Prints, Posters & Paintings","Collectible Mexican Prints, Posters & Paintings",Term Based BN?
6158,0,US,Collectibles,Cultures & Ethnicities,Latin American,Mexico,Tile,,149369,5,Leaf,Collectibles > Cultures & Ethnicities > Latin American > Mexico > Tile,Collectible Mexican Tiles,Term Based BN?
6166,0,US,Collectibles,Cultures & Ethnicities,Native American: US,Pre-1600,Artifacts,,715,5,Leaf,Collectibles > Cultures & Ethnicities > Native American: US > Pre-1600 > Artifacts,US Native American Artifacts (Pre-1600),Term Based BN?
6173,0,US,Collectibles,Cultures & Ethnicities,Native American: US,1600-1799,Baskets,,150005,5,Leaf,Collectibles > Cultures & Ethnicities > Native American: US > 1600-1799 > Baskets,US Native American Baskets (1600-1799),Term Based BN?
6178,0,US,Collectibles,Cultures & Ethnicities,Native American: US,1800-1934,Baskets,,150010,5,Leaf,Collectibles > Cultures & Ethnicities > Native American: US > 1800-1934 > Baskets,US Native American Baskets (1800-1934),Term Based BN?
6199,0,US,Collectibles,Cultures & Ethnicities,Native American: US,1935-Now,Baskets,,13750,5,Leaf,Collectibles > Cultures & Ethnicities > Native American: US > 1935-Now > Baskets,US Native American Baskets (1935-Now),Term Based BN?
6167,0,US,Collectibles,Cultures & Ethnicities,Native American: US,Pre-1600,Baskets,,13743,5,Leaf,Collectibles > Cultures & Ethnicities > Native American: US > Pre-1600 > Baskets,US Native American Baskets (Pre-1600),Term Based BN?
6168,0,US,Collectibles,Cultures & Ethnicities,Native American: US,Pre-1600,Beads,,13744,5,Leaf,Collectibles > Cultures & Ethnicities > Native American: US > Pre-1600 > Beads,US Native American Beads (Pre-1600),Term Based BN?
6174,0,US,Collectibles,Cultures & Ethnicities,Native American: US,1600-1799,Beads & Beadwork,,150006,5,Leaf,Collectibles > Cultures & Ethnicities > Native American: US > 1600-1799 > Beads & Beadwork,US Native American Beads & Beadwork (1600-1799),Term Based BN?
