order_no,SITE_ID,SITE,L1,L2,L3,L4,L5,L6,Cat ID,Level,Parent / Leaf,Breadcrumb,Category Friendly Name,BN Title,CFN / BNT Misaligned?,Sheet_Label,Term Based BN?
2731,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engine Cooling,"Gaskets, Seals & O-Rings",,263352,5,Leaf,"eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engine Cooling > Gaskets, Seals & O-Rings","Motorcycle & Scooter Engine Gaskets, Seals & O-Rings", ,  ,Term Based BN?,  
2732,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engine Cooling,Oil Coolers & Lines,,177981,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engine Cooling > Oil Coolers & Lines,Motorcycle & Scooter Engine Oil Coolers & Lines, ,  ,Term Based BN?,  
2733,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engine Cooling,Pipes & Hoses,,177982,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engine Cooling > Pipes & Hoses,Motorcycle & Scooter Engine Pipes & Hoses, ,  ,Term Based BN?,  
2734,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engine Cooling,Radiator & Coolant Reservoir Caps,,180026,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engine Cooling > Radiator & Coolant Reservoir Caps,Motorcycle & Scooter Radiator Caps, ,  ,Term Based BN?,  
2735,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engine Cooling,Radiators,,177983,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engine Cooling > Radiators,Motorcycle & Scooter Engine Radiators, ,  ,Term Based BN?,  
2736,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engine Cooling,Temperature Sensors & Switches,,263353,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engine Cooling > Temperature Sensors & Switches,Motorcycle & Scooter Engine Temperature Sensors & Switches, ,  ,Term Based BN?,  
2737,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engine Cooling,Thermostats & Housings,,177985,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engine Cooling > Thermostats & Housings,Motorcycle & Scooter Engine Thermostats & Housings, ,  ,Term Based BN?,  
2738,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engine Cooling,Water Pumps,,177986,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engine Cooling > Water Pumps,Motorcycle Water Pumps, ,  ,Term Based BN?,  
2739,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engine Cooling,Other Engine Cooling Parts,,177987,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engine Cooling > Other Engine Cooling Parts,Other Motorcycle Engine Cooling, ,  ,Term Based BN?,  
2740,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,,,171107,4,Parent,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts,Motorcycle & Scooter Engines & Engine Parts, ,  ,Term Based BN?,  
2741,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Brackets & Hardware,,263335,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Brackets & Hardware,Motorcycle & Scooter Engine Brackets & Hardware, ,  ,Term Based BN?,  
2742,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Complete Cylinders,,82219,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Complete Cylinders,Motorcycle & Scooter Complete Cylinders, ,  ,Term Based BN?,  
2743,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Complete Engines,,171108,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Complete Engines,Motorcycle & Scooter Complete Engines, ,  ,Term Based BN?,  
2744,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Connecting Rods & Parts,,263336,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Connecting Rods & Parts,Motorcycle & Scooter Connecting Rods & Parts, ,  ,Term Based BN?,  
2745,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Crankshafts,,177967,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Crankshafts,Motorcycle & Scooter Crankshafts, ,  ,Term Based BN?,  
2746,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Cylinder Bolts,,177969,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Cylinder Bolts,Motorcycle & Scooter Cylinder Bolts, ,  ,Term Based BN?,  
2747,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Cylinder Heads,,177970,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Cylinder Heads,Motorcycle & Scooter Cylinder Heads, ,  ,Term Based BN?,  
2748,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Engine Bearings,,177964,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Engine Bearings,Motorcycle & Scooter Engine Bearings, ,  ,Term Based BN?,  
2749,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Engine Covers,,180025,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Engine Covers,Motorcycle & Scooter Engine Covers, ,  ,Term Based BN?,  
2750,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Engine Crankcases,,263337,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Engine Crankcases,Motorcycle & Scooter Engine Crankcases, ,  ,Term Based BN?,  
2751,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Engine Mounts,,82198,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Engine Mounts,Motorcycle & Scooter Engine Mounts, ,  ,Term Based BN?,  
2752,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Engine Rebuild Kits & Components,,180159,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Engine Rebuild Kits & Components,Motorcycle & Scooter Engine Rebuild Kits & Components, ,  ,Term Based BN?,  
2753,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Engine Sensors & Switches,,263338,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Engine Sensors & Switches,Motorcycle & Scooter Engine Sensors & Switches, ,  ,Term Based BN?,  
2754,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Flywheels & Flywheel Parts,,177943,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Flywheels & Flywheel Parts,Motorcycle & Scooter Flywheels & Flywheel Parts, ,  ,Term Based BN?,  
2755,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,"Gaskets, Seals & Kits",,177971,5,Leaf,"eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Gaskets, Seals & Kits","Motorcycle & Scooter Engine Gaskets, Seals & Kits", ,  ,Term Based BN?,  
2756,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Kick Start Levers,,177972,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Kick Start Levers,Motorcycle & Scooter Kick Start Levers, ,  ,Term Based BN?,  
2757,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,"Oil Drain Plugs, Filler Caps & Dipsticks",,263339,5,Leaf,"eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Oil Drain Plugs, Filler Caps & Dipsticks","Motorcycle & Scooter Oil Drain Plugs, Filler Caps & Dipsticks", ,  ,Term Based BN?,  
2758,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Oil Filters,,177973,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Oil Filters,Motorcycle & Scooter Oil Filters, ,  ,Term Based BN?,  
2759,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Oil Pans,,177975,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Oil Pans,Motorcycle & Scooter Oil Pans, ,  ,Term Based BN?,  
2760,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Oil Pumps & Parts,,177974,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Oil Pumps & Parts,Motorcycle & Scooter Oil Pumps & Parts, ,  ,Term Based BN?,  
2761,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Oil Tanks,,180024,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Oil Tanks,Motorcycle & Scooter Oil Tanks, ,  ,Term Based BN?,  
2762,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,"Pistons, Rings & Piston Kits",,177976,5,Leaf,"eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Pistons, Rings & Piston Kits","Motorcycle & Scooter Pistons, Rings & Piston Kits", ,  ,Term Based BN?,  
2763,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Service Kits,,178034,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Service Kits,Motorcycle & Scooter Service Kits, ,  ,Term Based BN?,  
2764,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Timing Components & Kits,,263340,5,Parent,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Timing Components & Kits,Motorcycle & Scooter Timing Components & Kits, ,  ,Term Based BN?,  
2765,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Timing Components & Kits,Guide Rails,263341,6,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Timing Components & Kits > Guide Rails,Motorcycle & Scooter Guide Rails, ,  ,Term Based BN?,  
2766,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Timing Components & Kits,Sprockets,263342,6,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Timing Components & Kits > Sprockets,Motorcycle & Scooter Sprockets, ,  ,Term Based BN?,  
2767,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Timing Components & Kits,Tensioners & Pulleys,263343,6,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Timing Components & Kits > Tensioners & Pulleys,Motorcycle & Scooter Tensioners & Pulleys, ,  ,Term Based BN?,  
2768,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Timing Components & Kits,Timing Belts & Chains,177965,6,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Timing Components & Kits > Timing Belts & Chains,Motorcycle & Scooter Timing Belts & Chains, ,  ,Term Based BN?,  
2769,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Timing Components & Kits,Timing Kits,263344,6,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Timing Components & Kits > Timing Kits,Motorcycle & Scooter Engine Timing Kits, ,  ,Term Based BN?,  
2770,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Valvetrain Components,,263345,5,Parent,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Valvetrain Components,Motorcycle & Scooter Valvetrain Components, ,  ,Term Based BN?,  
2771,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Valvetrain Components,Camshafts,177966,6,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Valvetrain Components > Camshafts,Motorcycle & Scooter Camshafts, ,  ,Term Based BN?,  
2772,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Valvetrain Components,Engine Valves,177979,6,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Valvetrain Components > Engine Valves,Motorcycle & Scooter Engine Valves, ,  ,Term Based BN?,  
2773,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Valvetrain Components,Push Rods,263346,6,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Valvetrain Components > Push Rods,Motorcycle & Scooter Push Rods, ,  ,Term Based BN?,  
2774,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Valvetrain Components,Rocker Arms & Parts,177977,6,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Valvetrain Components > Rocker Arms & Parts,Motorcycle & Scooter Rocker Arms & Parts, ,  ,Term Based BN?,  
2775,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Valvetrain Components,Tappets & Lifters,263347,6,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Valvetrain Components > Tappets & Lifters,Motorcycle & Scooter Tappets & Lifters, ,  ,Term Based BN?,  
2776,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Valvetrain Components,"Valve Guides, Springs & Parts",263348,6,Leaf,"eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Valvetrain Components > Valve Guides, Springs & Parts","Motorcycle & Scooter Valve Guides, Springs & Parts", ,  ,Term Based BN?,  
2777,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Valvetrain Components,Variable Valve Timing Parts,263349,6,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Valvetrain Components > Variable Valve Timing Parts,Motorcycle & Scooter Variable Valve Timing Parts, ,  ,Term Based BN?,  
2778,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engines & Engine Parts,Other Engine Parts,,177980,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engines & Engine Parts > Other Engine Parts,Other Motorcycle & Scooter Engine Parts, ,  ,Term Based BN?,  
2779,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Exhaust & Emission Systems,,,180027,4,Parent,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Exhaust & Emission Systems,Motorcycle & Scooter Exhaust & Emission Systems, ,  ,Term Based BN?,  
