order_no,SITE_ID,SITE,L1,L2,L3,L4,L5,L6,Cat ID,Level,Parent / Leaf,Breadcrumb,Category Friendly Name,BN Title,CFN / BNT Misaligned?,Sheet_Label,Term Based BN?
2656,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Brakes & Brake Parts,Brake Cables & Rods,,177920,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Brakes & Brake Parts > Brake Cables & Rods,Motorcycle & Scooter Brake Cables & Rods, ,  ,Term Based BN?,  
2657,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Brakes & Brake Parts,Brake Calipers & Brackets,,177927,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Brakes & Brake Parts > Brake Calipers & Brackets,Motorcycle & Scooter Brake Calipers & Brackets, ,  ,Term Based BN?,  
2658,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Brakes & Brake Parts,Brake Component Kits,,178995,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Brakes & Brake Parts > Brake Component Kits,Motorcycle & Scooter Brake Component Kits, ,  ,Term Based BN?,  
2659,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Brakes & Brake Parts,Brake Disc Rotors,,177922,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Brakes & Brake Parts > Brake Disc Rotors,Motorcycle & Scooter Brake Disc Rotors, ,  ,Term Based BN?,  
2660,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Brakes & Brake Parts,Brake Disc Rotor Covers,,263025,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Brakes & Brake Parts > Brake Disc Rotor Covers,Motorcycle & Scooter Brake Disc Rotor Covers, ,  ,Term Based BN?,  
2661,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Brakes & Brake Parts,Brake Drums,,177923,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Brakes & Brake Parts > Brake Drums,Motorcycle & Scooter Brake Drums, ,  ,Term Based BN?,  
2662,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Brakes & Brake Parts,"Brake Lines, Hoses & Fittings",,177924,5,Leaf,"eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Brakes & Brake Parts > Brake Lines, Hoses & Fittings","Motorcycle & Scooter Brake Lines, Hoses & Fittings", ,  ,Term Based BN?,  
2663,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Brakes & Brake Parts,Brake Master Cylinders,,177921,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Brakes & Brake Parts > Brake Master Cylinders,Motorcycle & Scooter Brake Master Cylinders, ,  ,Term Based BN?,  
2664,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Brakes & Brake Parts,Brake Pads,,177925,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Brakes & Brake Parts > Brake Pads,Motorcycle & Scooter Brake Pads, ,  ,Term Based BN?,  
2665,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Brakes & Brake Parts,Brake Shoes,,177926,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Brakes & Brake Parts > Brake Shoes,Motorcycle & Scooter Brake Shoes, ,  ,Term Based BN?,  
2666,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Brakes & Brake Parts,Brake Pad & Shoe Hardware,,263024,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Brakes & Brake Parts > Brake Pad & Shoe Hardware,Motorcycle & Scooter Brake Pad & Shoe Hardware, ,  ,Term Based BN?,  
2667,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Brakes & Brake Parts,Brake Sensors & Switches,,263026,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Brakes & Brake Parts > Brake Sensors & Switches,Motorcycle & Scooter Brake Sensors & Switches, ,  ,Term Based BN?,  
2668,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Brakes & Brake Parts,Rebuild Kits & Parts,,263029,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Brakes & Brake Parts > Rebuild Kits & Parts,Motorcycle & Scooter Rebuild Kits & Parts, ,  ,Term Based BN?,  
2669,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Brakes & Brake Parts,"Reservoirs, Caps & Covers",,263028,5,Leaf,"eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Brakes & Brake Parts > Reservoirs, Caps & Covers","Motorcycle & Scooter Reservoirs, Caps & Covers", ,  ,Term Based BN?,  
2670,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Brakes & Brake Parts,Wheel Cylinders,,263031,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Brakes & Brake Parts > Wheel Cylinders,Motorcycle & Scooter Wheel Cylinders, ,  ,Term Based BN?,  
2671,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Brakes & Brake Parts,Other Brake Parts,,177928,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Brakes & Brake Parts > Other Brake Parts,Other Motorcycle & Scooter Brake Parts, ,  ,Term Based BN?,  
2672,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,,,263193,4,Parent,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts,Electric Motorcycle & Scooter Parts, ,  ,Term Based BN?,  
2673,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,"Batteries, BMS & Charging Units",,263194,5,Parent,"eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Batteries, BMS & Charging Units","Electric Motorcycle & Scooter Batteries, BMS & Charging Units", ,  ,Term Based BN?,  
2674,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,"Batteries, BMS & Charging Units",Batteries,263195,6,Leaf,"eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Batteries, BMS & Charging Units > Batteries",Electric Motorcycle & Scooter Batteries, ,  ,Term Based BN?,  
2675,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,"Batteries, BMS & Charging Units",Battery Accessories,263196,6,Leaf,"eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Batteries, BMS & Charging Units > Battery Accessories",Electric Motorcycle & Scooter Battery Accessories, ,  ,Term Based BN?,  
2676,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,"Batteries, BMS & Charging Units",Battery Management Systems (BMS),263197,6,Leaf,"eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Batteries, BMS & Charging Units > Battery Management Systems (BMS)",Electric Motorcycle & Scooter Battery Management Systems (BMS), ,  ,Term Based BN?,  
2677,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,"Batteries, BMS & Charging Units",Battery & BMS Units,263198,6,Leaf,"eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Batteries, BMS & Charging Units > Battery & BMS Units",Electric Motorcycle & Scooter Battery & BMS Units, ,  ,Term Based BN?,  
2678,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,"Batteries, BMS & Charging Units",Charging Stations,263199,6,Leaf,"eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Batteries, BMS & Charging Units > Charging Stations",Electric Motorcycle & Scooter Charging Stations, ,  ,Term Based BN?,  
2679,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,"Batteries, BMS & Charging Units",Mobile Charging,263200,6,Leaf,"eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Batteries, BMS & Charging Units > Mobile Charging",Electric Motorcycle & Scooter Mobile Charging, ,  ,Term Based BN?,  
2680,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,Charging Components,,263201,5,Parent,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Charging Components,Electric Motorcycle & Scooter Charging Components, ,  ,Term Based BN?,  
2681,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,Charging Components,Charging Cables,263202,6,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Charging Components > Charging Cables,Electric Motorcycle & Scooter Charging Cables, ,  ,Term Based BN?,  
2682,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,Charging Components,Charger Carry Cases,263203,6,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Charging Components > Charger Carry Cases,Electric Motorcycle & Scooter Charger Carry Cases, ,  ,Term Based BN?,  
2683,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,Charging Components,Charging Converters,263204,6,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Charging Components > Charging Converters,Electric Motorcycle & Scooter Charging Converters, ,  ,Term Based BN?,  
2684,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,Charging Components,Charger Holders,263205,6,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Charging Components > Charger Holders,Electric Motorcycle & Scooter Charger Holders, ,  ,Term Based BN?,  
2685,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,Charging Components,Charging Upgrade Kits,263206,6,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Charging Components > Charging Upgrade Kits,Electric Motorcycle & Scooter Charging Upgrade Kits, ,  ,Term Based BN?,  
2686,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,Charging Components,Other Charging Components,263207,6,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Charging Components > Other Charging Components,Other Electric Motorcycle & Scooter Charging Components, ,  ,Term Based BN?,  
2687,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,Control Modules,,263208,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Control Modules,Electric Motorcycle & Scooter Control Modules, ,  ,Term Based BN?,  
2688,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,Conversion Kits,,263209,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Conversion Kits,Electric Motorcycle & Scooter Conversion Kits, ,  ,Term Based BN?,  
2689,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,Converters & Inverters,,263210,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Converters & Inverters,Electric Motorcycle & Scooter Converters & Inverters, ,  ,Term Based BN?,  
2690,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,Cooling Components,,263211,5,Parent,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Cooling Components,Electric Motorcycle & Scooter Cooling Components, ,  ,Term Based BN?,  
2691,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,Cooling Components,Cooling Plates,263214,6,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Cooling Components > Cooling Plates,Electric Motorcycle & Scooter Cooling Plates, ,  ,Term Based BN?,  
2692,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,Cooling Components,Fans,263213,6,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Cooling Components > Fans,Electric Motorcycle & Scooter Fans, ,  ,Term Based BN?,  
2693,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,Cooling Components,Heatsinks & Cooling Fins,263212,6,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Cooling Components > Heatsinks & Cooling Fins,Electric Motorcycle & Scooter Heatsinks & Cooling Fins, ,  ,Term Based BN?,  
2694,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,Drive Motors & Parts,,263215,5,Parent,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Drive Motors & Parts,Electric Motorcycle & Scooter Drive Motors & Parts, ,  ,Term Based BN?,  
2695,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,Drive Motors & Parts,Drive Motors,263216,6,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Drive Motors & Parts > Drive Motors,Electric Motorcycle & Scooter Drive Motors, ,  ,Term Based BN?,  
2696,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,Drive Motors & Parts,Drive Motor Parts,263217,6,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Drive Motors & Parts > Drive Motor Parts,Electric Motorcycle & Scooter Drive Motor Parts, ,  ,Term Based BN?,  
2697,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,High Voltage Circuit Fuses & Breakers,,263218,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > High Voltage Circuit Fuses & Breakers,Electric Motorcycle & Scooter High Voltage Circuit Fuses & Breakers, ,  ,Term Based BN?,  
2698,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,Relays & Contactors,,263219,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Relays & Contactors,Electric Motorcycle & Scooter Relays & Contactors, ,  ,Term Based BN?,  
2699,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,Switches,,263220,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Switches,Electric Motorcycle & Scooter Switches, ,  ,Term Based BN?,  
2700,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,"Wiring Harnesses, Cables & Connectors",,263221,5,Leaf,"eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Wiring Harnesses, Cables & Connectors","Electric Motorcycle & Scooter Wiring Harnesses, Cables & Connectors", ,  ,Term Based BN?,  
2701,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electric Motorcycle & Scooter Parts,Other Electric Motorcycle & Scooter Parts,,263222,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electric Motorcycle & Scooter Parts > Other Electric Motorcycle & Scooter Parts,Other Electric Motorcycle & Scooter Parts, ,  ,Term Based BN?,  
2702,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electrical & Ignition Components,,,179853,4,Parent,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electrical & Ignition Components,Motorcycle & Scooter Electrical & Ignition Components, ,  ,Term Based BN?,  
2703,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electrical & Ignition Components,Alternators & Generators,,177929,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electrical & Ignition Components > Alternators & Generators,Motorcycle & Scooter Alternators & Generators, ,  ,Term Based BN?,  
2704,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electrical & Ignition Components,Alternator & Generator Parts,,263223,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electrical & Ignition Components > Alternator & Generator Parts,Motorcycle & Scooter Alternator & Generator Parts, ,  ,Term Based BN?,  
2705,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electrical & Ignition Components,Batteries,,49782,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electrical & Ignition Components > Batteries,Motorcycle & Scooter Batteries, ,  ,Term Based BN?,  
2706,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electrical & Ignition Components,Battery Accessories,,263224,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electrical & Ignition Components > Battery Accessories,Motorcycle & Scooter Battery Accessories, ,  ,Term Based BN?,  
2707,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electrical & Ignition Components,Distributors,,177949,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electrical & Ignition Components > Distributors,Motorcycle & Scooter Distributors, ,  ,Term Based BN?,  
2708,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electrical & Ignition Components,Distributor Parts,,263225,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electrical & Ignition Components > Distributor Parts,Motorcycle & Scooter Distributor Parts, ,  ,Term Based BN?,  
2709,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electrical & Ignition Components,"ECUs, CDIs & Computer Modules",,177933,5,Leaf,"eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electrical & Ignition Components > ECUs, CDIs & Computer Modules","Motorcycle & Scooter ECUs, CDIs & Computer Modules", ,  ,Term Based BN?,  
2710,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electrical & Ignition Components,Electrical & Ignition Sensors & Switches,,263228,5,Parent,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electrical & Ignition Components > Electrical & Ignition Sensors & Switches,Motorcycle & Scooter Electrical & Ignition Sensors & Switches, ,  ,Term Based BN?,  
2711,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electrical & Ignition Components,Electrical & Ignition Sensors & Switches,Ignition Key Switches,177960,6,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electrical & Ignition Components > Electrical & Ignition Sensors & Switches > Ignition Key Switches,Motorcycle & Scooter Ignition Key Switches, ,  ,Term Based BN?,  
2712,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electrical & Ignition Components,Electrical & Ignition Sensors & Switches,Sensors & Switches,177957,6,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electrical & Ignition Components > Electrical & Ignition Sensors & Switches > Sensors & Switches,Motorcycle & Scooter Sensors & Switches, ,  ,Term Based BN?,  
2713,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electrical & Ignition Components,Fuses & Fuse Boxes,,177931,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electrical & Ignition Components > Fuses & Fuse Boxes,Motorcycle & Scooter Fuses & Fuse Boxes, ,  ,Term Based BN?,  
2714,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electrical & Ignition Components,Horns & Horn Covers,,177951,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electrical & Ignition Components > Horns & Horn Covers,Motorcycle & Scooter Horns & Horn Covers, ,  ,Term Based BN?,  
2715,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electrical & Ignition Components,Ignition Coils,,177952,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electrical & Ignition Components > Ignition Coils,Motorcycle & Scooter Ignition Coils, ,  ,Term Based BN?,  
2716,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electrical & Ignition Components,Ignition Kits,,263226,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electrical & Ignition Components > Ignition Kits,Motorcycle & Scooter Ignition Kits, ,  ,Term Based BN?,  
2717,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electrical & Ignition Components,"Ignition Wires, Caps & Boots",,177953,5,Leaf,"eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electrical & Ignition Components > Ignition Wires, Caps & Boots","Motorcycle & Scooter Ignition Wires, Caps & Boots", ,  ,Term Based BN?,  
2718,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electrical & Ignition Components,Relays,,177956,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electrical & Ignition Components > Relays,Motorcycle & Scooter Relays, ,  ,Term Based BN?,  
2719,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electrical & Ignition Components,Spark Plugs,,177958,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electrical & Ignition Components > Spark Plugs,Motorcycle & Scooter Spark Plugs, ,  ,Term Based BN?,  
2720,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electrical & Ignition Components,Starter Motors,,177959,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electrical & Ignition Components > Starter Motors,Motorcycle & Scooter Starter Motors, ,  ,Term Based BN?,  
2721,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electrical & Ignition Components,Starter Motor Parts,,263229,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electrical & Ignition Components > Starter Motor Parts,Motorcycle & Scooter Starter Motor Parts, ,  ,Term Based BN?,  
2722,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electrical & Ignition Components,Stators & Magnetos,,177954,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electrical & Ignition Components > Stators & Magnetos,Motorcycle & Scooter Stators & Magnetos, ,  ,Term Based BN?,  
2723,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electrical & Ignition Components,Stator & Magneto Parts,,263230,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electrical & Ignition Components > Stator & Magneto Parts,Motorcycle & Scooter Stator & Magneto Parts, ,  ,Term Based BN?,  
2724,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electrical & Ignition Components,Voltage Regulators & Rectifiers,,177955,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electrical & Ignition Components > Voltage Regulators & Rectifiers,Motorcycle & Scooter Voltage Regulators & Rectifiers, ,  ,Term Based BN?,  
2725,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electrical & Ignition Components,"Wiring Harnesses, Cables & Connectors",,177932,5,Leaf,"eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electrical & Ignition Components > Wiring Harnesses, Cables & Connectors","Electrical & Ignition Wiring Harnesses, Cables & Connectors for Motorcycles & Scooters", ,  ,Term Based BN?,  
2726,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Electrical & Ignition Components,Other Electrical & Ignition Components,,177961,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Electrical & Ignition Components > Other Electrical & Ignition Components,Other Motorcycle & Scooter Electrical & Ignition Components, ,  ,Term Based BN?,  
2727,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engine Cooling,,,177962,4,Parent,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engine Cooling,Motorcycle Engine Cooling Parts, ,  ,Term Based BN?,  
2728,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engine Cooling,Clamps & Hardware,,263350,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engine Cooling > Clamps & Hardware,Motorcycle & Scooter Engine Clamps & Hardware, ,  ,Term Based BN?,  
2729,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engine Cooling,Expansion & Overflow Tanks,,263351,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engine Cooling > Expansion & Overflow Tanks,Motorcycle & Scooter Engine Expansion & Overflow Tanks, ,  ,Term Based BN?,  
2730,100,US Motors,eBay Motors,Parts & Accessories,Motorcycle & Scooter Parts & Accessories,Engine Cooling,Fans & Fan Parts,,177963,5,Leaf,eBay Motors > Parts & Accessories > Motorcycle & Scooter Parts & Accessories > Engine Cooling > Fans & Fan Parts,Motorcycle & Scooter Engine Fans & Fan Parts, ,  ,Term Based BN?,  
